statement_id,poll_id,poll_title,poll_url,panel_type,publication_date,topic_or_category,question_label,statement_text,poll_context,n_respondents,n_answered_excluding_no_opinion,n_strongly_agree,n_agree,n_uncertain,n_disagree,n_strongly_disagree,n_no_opinion,n_missing_or_did_not_answer,share_agree,share_disagree,share_uncertain,net_agreement,majority_position,consensus_level,polarization_score,source_csv_url,extraction_method,extraction_notes,issue_categories,category_source,category_confidence,weighted_share_strongly_agree,weighted_share_agree_only,weighted_share_uncertain,weighted_share_disagree_only,weighted_share_strongly_disagree,weighted_share_agree,weighted_share_disagree,weighted_net_agreement,weighted_polarization_score,consensus_direction,consensus_score,consensus_bucket,confidence_weighted_direction,confidence_weighted_score,confidence_weighted_bucket,confidence_weighted_shift,consensus_percentile,share_agree_percentile,confidence_weighted_consensus_percentile,confidence_weighted_share_agree_percentile
finance-corporate-social-responsibility-2__question-c,finance__corporate-social-responsibility-2,Corporate Social Responsibility,https://kentclarkcenter.org/surveys/corporate-social-responsibility-2/,Finance,2024-07-19,"Business, Management, & Corporate Performance; Corporate Governance; Environment, Climate Change, & Natural Resources",Question C,"There are substantial social benefits when managers of public companies make choices that account for the impact of their decisions on customers, employees, and community members beyond the effects on shareholders.",,39,34,2,18,8,5,1,1,4,0.588235,0.176471,0.235294,0.411765,Agree,Split / disagreement,0.176471,https://kentclarkcenter.org/wp-content/uploads/2024/07/2024-07-19-Finance-Corporate-Social-Responsibility.csv,mixed,,Financial regulation; Climate/environment; Energy,source,0.90,0.090000,0.500000,0.240000,0.150000,0.030000,0.590000,0.180000,0.410000,0.180000,Agree,0.352941,Moderate consensus,Agree,0.350000,Moderate consensus,no,45.71,51.56,39.97,47.15
us-national-rent-caps__question-a,us__national-rent-caps,National Rent Caps,https://kentclarkcenter.org/surveys/national-rent-caps/,US,2024-07-23,"Investment, Infrastructure, & Cities; Investments; Poverty, Inequality, & Social Mobility; Regulation, Competition, & Market Power",Question A,"Capping annual rent increases by corporate landlords at 5%, as proposed by President Biden, would make middle-income Americans substantially better off over the next ten years.",,45,41,0,1,7,26,7,0,4,0.024390,0.804878,0.170732,-0.780488,Disagree,Strong consensus disagree,0.024390,https://kentclarkcenter.org/wp-content/uploads/2024/07/2024-07-23-US-EEP-National-Rent-Caps.csv,mixed,,Housing/urban policy; Growth/productivity; Financial regulation; Inequality/redistribution; Antitrust/competition,source,0.90,0.000000,0.020000,0.140000,0.620000,0.230000,0.020000,0.850000,-0.830000,0.020000,Disagree,0.634146,Strong consensus,Disagree,0.710000,Strong consensus,no,69.12,2.86,68.27,3.48
us-national-rent-caps__question-b,us__national-rent-caps,National Rent Caps,https://kentclarkcenter.org/surveys/national-rent-caps/,US,2024-07-23,"Investment, Infrastructure, & Cities; Investments; Poverty, Inequality, & Social Mobility; Regulation, Competition, & Market Power",Question B,"Capping annual rent increases at 5%, as proposed by President Biden, would substantially reduce the amount of available apartments for rent over the next ten years.",,45,41,8,20,10,2,1,0,4,0.682927,0.073171,0.243902,0.609756,Agree,Moderate consensus agree,0.073171,https://kentclarkcenter.org/wp-content/uploads/2024/07/2024-07-23-US-EEP-National-Rent-Caps.csv,mixed,,Housing/urban policy; Growth/productivity; Financial regulation; Inequality/redistribution; Antitrust/competition,source,0.90,0.290000,0.430000,0.220000,0.050000,0.020000,0.720000,0.070000,0.650000,0.070000,Agree,0.439025,Moderate consensus,Agree,0.500000,Moderate consensus,no,53.80,60.37,51.69,59.36
us-national-rent-caps__question-c,us__national-rent-caps,National Rent Caps,https://kentclarkcenter.org/surveys/national-rent-caps/,US,2024-07-23,"Investment, Infrastructure, & Cities; Investments; Poverty, Inequality, & Social Mobility; Regulation, Competition, & Market Power",Question C,"Capping annual rent increases at 5%, as proposed by President Biden, would substantially reduce US income inequality over the next ten years.",,45,40,0,0,10,24,6,1,4,0.000000,0.750000,0.250000,-0.750000,Disagree,Moderate consensus disagree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/07/2024-07-23-US-EEP-National-Rent-Caps.csv,mixed,,Housing/urban policy; Growth/productivity; Financial regulation; Inequality/redistribution; Antitrust/competition,source,0.90,0.000000,0.000000,0.210000,0.570000,0.220000,0.000000,0.790000,-0.790000,0.000000,Disagree,0.500000,Moderate consensus,Disagree,0.580000,Moderate consensus,no,58.40,1.39,58.16,1.34
finance-effects-of-end-of-day-trading__question-a,finance__effects-of-end-of-day-trading,Effects of End-of-Day Trading,https://kentclarkcenter.org/surveys/effects-of-end-of-day-trading/,Finance,2024-08-09,Investment Management; Investments,Question A,"Stock markets around the world have seen an increasing concentration of trades in or near the closing auction. In the US, for example, about a third of all S&P 500 stock trades are now executed in the final ten minutes of the session, up from 27% in 2021. The increased concentration of trading in the final minutes of the trading day has a measurably detrimental effect on market quality.",,39,29,0,4,16,9,0,3,7,0.137931,0.310345,0.551724,-0.172414,Uncertain,Split / disagreement,0.137931,https://kentclarkcenter.org/wp-content/uploads/2024/08/2024-08-09-Finance-Effects-of-End-of-Day-Trading.csv,mixed,,Financial regulation,source,0.90,0.000000,0.140000,0.520000,0.340000,0.000000,0.140000,0.340000,-0.200000,0.140000,Uncertain,0.241379,Weak consensus,Uncertain,0.180000,Weak consensus,no,35.17,12.51,23.48,12.30
finance-effects-of-end-of-day-trading__question-b,finance__effects-of-end-of-day-trading,Effects of End-of-Day Trading,https://kentclarkcenter.org/surveys/effects-of-end-of-day-trading/,Finance,2024-08-09,Investment Management; Investments,Question B,Strict indexing implemented with trading at the close to avoid tracking error creates a measurable performance drag that could be avoided with more flexible passive strategies.,,39,30,0,14,12,3,1,2,7,0.466667,0.133333,0.400000,0.333333,No clear majority,Split / disagreement,0.133333,https://kentclarkcenter.org/wp-content/uploads/2024/08/2024-08-09-Finance-Effects-of-End-of-Day-Trading.csv,mixed,,Financial regulation,source,0.90,0.000000,0.490000,0.340000,0.130000,0.050000,0.490000,0.180000,0.310000,0.180000,Agree,0.066667,No clear consensus,Agree,0.150000,No clear consensus,no,10.55,39.37,19.61,37.57
finance-abnormal-returns-and-active-portfolio-management__question-a,finance__abnormal-returns-and-active-portfolio-management,Abnormal Returns and Active Portfolio Management,https://kentclarkcenter.org/surveys/abnormal-returns-and-active-portfolio-management/,Finance,2024-09-04,"Economists, Economic Theory, & Economic Organizations; Investment Management; Investments",Question A,It is appropriate advice for retail investors to tilt their portfolio away from the market portfolio towards factors that have been identified in the academic literature to earn positive abnormal returns relative to the Capital Asset Pricing Model.,,39,32,0,13,11,6,2,0,7,0.406250,0.250000,0.343750,0.156250,No clear majority,Split / disagreement,0.250000,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-04-Finance-Abnormal-Returns-and-Active-Portfolio-Management.csv,mixed,,Financial regulation,source,0.90,0.000000,0.410000,0.310000,0.210000,0.060000,0.410000,0.270000,0.140000,0.270000,Agree,0.062500,No clear consensus,Agree,0.100000,No clear consensus,no,9.87,33.15,13.95,30.97
europe-corporate-social-responsibility-3__question-a,europe__corporate-social-responsibility-3,Corporate Social Responsibility,https://kentclarkcenter.org/surveys/corporate-social-responsibility-3/,Europe,2024-09-12,"Business, Management, & Corporate Performance; Environment, Climate Change, & Natural Resources",Question A,"In pursuing social and environmental initiatives, the average public company generates more benefits than costs in terms of profits.",,46,39,2,5,24,8,0,0,7,0.179487,0.205128,0.615385,-0.025641,Uncertain,Split / disagreement,0.179487,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-12-Euro-EEP-Corporate-Social-Responsibility.csv,mixed,,Climate/environment; Energy,source,0.90,0.080000,0.140000,0.530000,0.250000,0.000000,0.220000,0.250000,-0.030000,0.220000,Uncertain,0.410257,Moderate consensus,Uncertain,0.280000,Weak consensus,no,50.89,15.19,33.51,17.83
europe-corporate-social-responsibility-3__question-b,europe__corporate-social-responsibility-3,Corporate Social Responsibility,https://kentclarkcenter.org/surveys/corporate-social-responsibility-3/,Europe,2024-09-12,"Business, Management, & Corporate Performance; Environment, Climate Change, & Natural Resources",Question B,"In pursuing social and environmental initiatives, public companies would benefit from a measurably lower cost of capital.",,46,39,1,16,11,11,0,0,7,0.435897,0.282051,0.282051,0.153846,No clear majority,Split / disagreement,0.282051,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-12-Euro-EEP-Corporate-Social-Responsibility.csv,mixed,,Climate/environment; Energy,source,0.90,0.030000,0.450000,0.210000,0.310000,0.000000,0.480000,0.310000,0.170000,0.310000,Agree,0.153846,Weak consensus,Agree,0.170000,Weak consensus,no,23.10,35.39,21.79,36.72
europe-corporate-social-responsibility-3__question-c,europe__corporate-social-responsibility-3,Corporate Social Responsibility,https://kentclarkcenter.org/surveys/corporate-social-responsibility-3/,Europe,2024-09-12,"Business, Management, & Corporate Performance; Environment, Climate Change, & Natural Resources",Question C,"There are substantial social benefits when managers of public companies make choices that account for the impact of their decisions on customers, employees, and community members beyond the effects on shareholders.",,46,38,6,22,8,2,0,1,7,0.736842,0.052632,0.210526,0.684211,Agree,Moderate consensus agree,0.052632,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-12-Euro-EEP-Corporate-Social-Responsibility.csv,mixed,,Climate/environment; Energy,source,0.90,0.200000,0.540000,0.190000,0.060000,0.000000,0.740000,0.060000,0.680000,0.060000,Agree,0.526316,Moderate consensus,Agree,0.550000,Moderate consensus,no,60.32,66.04,56.15,61.94
finance-private-credit__question-a,finance__private-credit,Private Credit,https://kentclarkcenter.org/surveys/private-credit/,Finance,2024-09-12,"Banking; Business, Management, & Corporate Performance; Finance and the Economy",Question A,The large increase in the market for private credit as a substitute for bank finance substantially reduces systemic risk.,,39,34,0,4,17,13,0,1,4,0.117647,0.382353,0.500000,-0.264706,Uncertain,Split / disagreement,0.117647,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-12-Finance-Private-Credit.csv,mixed,,Banking; Financial regulation; Growth/productivity,mixed,0.80,0.000000,0.120000,0.490000,0.390000,0.000000,0.120000,0.390000,-0.270000,0.120000,Uncertain,0.117647,No clear consensus,Uncertain,0.100000,No clear consensus,no,18.14,10.59,13.95,11.19
finance-private-credit__question-b,finance__private-credit,Private Credit,https://kentclarkcenter.org/surveys/private-credit/,Finance,2024-09-12,"Banking; Business, Management, & Corporate Performance; Finance and the Economy",Question B,The growth in private credit is substantially higher because of regulations that disincentivize banks from lending to below investment grade private businesses.,,39,34,2,22,9,0,1,1,4,0.705882,0.029412,0.264706,0.676471,Agree,Moderate consensus agree,0.029412,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-12-Finance-Private-Credit.csv,mixed,,Banking; Financial regulation; Growth/productivity,mixed,0.80,0.080000,0.680000,0.200000,0.000000,0.040000,0.760000,0.040000,0.720000,0.040000,Agree,0.441176,Moderate consensus,Agree,0.560000,Moderate consensus,no,54.07,63.14,57.04,64.04
finance-esg-shareholders-and-regulation__question-a,finance__esg-shareholders-and-regulation,"ESG, Shareholders, and Regulation",https://kentclarkcenter.org/surveys/esg-shareholders-and-regulation/,Finance,2024-09-12,"Business, Management, & Corporate Performance; Environment, Climate Change, & Natural Resources; Regulation, Competition, & Market Power",Question A,Concerns about the environmental impact of companies are substantially better resolved by shareholder activism towards management than by regulations or government intervention.,,39,34,1,1,0,27,5,1,4,0.058824,0.941176,0.000000,-0.882353,Disagree,Strong consensus disagree,0.058824,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-12-Finance-ESG-Shareholders-and-Regulation.csv,mixed,,Climate/environment; Energy; Antitrust/competition; Financial regulation,mixed,0.80,0.040000,0.010000,0.000000,0.760000,0.180000,0.050000,0.940000,-0.890000,0.050000,Disagree,0.882352,Strong consensus,Disagree,0.890000,Strong consensus,no,88.20,6.34,85.74,5.97
finance-esg-shareholders-and-regulation__question-b,finance__esg-shareholders-and-regulation,"ESG, Shareholders, and Regulation",https://kentclarkcenter.org/surveys/esg-shareholders-and-regulation/,Finance,2024-09-12,"Business, Management, & Corporate Performance; Environment, Climate Change, & Natural Resources; Regulation, Competition, & Market Power",Question B,"Concerns about diversity, equality and inclusion within companies are substantially better resolved by shareholder activism towards management than by regulations or government intervention.",,39,34,2,4,10,15,3,1,4,0.176471,0.529412,0.294118,-0.352941,Disagree,Split / disagreement,0.176471,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-12-Finance-ESG-Shareholders-and-Regulation.csv,mixed,,Climate/environment; Energy; Antitrust/competition; Financial regulation,mixed,0.80,0.070000,0.110000,0.240000,0.480000,0.110000,0.180000,0.590000,-0.410000,0.180000,Disagree,0.235294,Weak consensus,Disagree,0.350000,Moderate consensus,no,34.67,14.92,39.97,15.06
finance-trends-in-banking__question-a,finance__trends-in-banking,Trends in Banking,https://kentclarkcenter.org/surveys/trends-in-banking/,Finance,2024-09-19,Banking; Financial Regulation,Question A,"The trend of consolidation in the US banking sector will lead to fewer, but more profitable, mega-banks with over $250 billion in assets dominating the market.",,39,32,0,22,9,1,0,0,7,0.687500,0.031250,0.281250,0.656250,Agree,Moderate consensus agree,0.031250,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-19-Finance-Trends-in-Banking.csv,mixed,,Banking; Financial regulation,source,0.90,0.000000,0.740000,0.230000,0.030000,0.000000,0.740000,0.030000,0.710000,0.030000,Agree,0.406250,Moderate consensus,Agree,0.510000,Moderate consensus,no,50.63,61.35,52.36,61.94
finance-trends-in-banking__question-b,finance__trends-in-banking,Trends in Banking,https://kentclarkcenter.org/surveys/trends-in-banking/,Finance,2024-09-19,Banking; Financial Regulation,Question B,The current liquidity and capital regulations are inadequate to address run risks of banks in a digital era.,,39,32,2,16,8,6,0,0,7,0.562500,0.187500,0.250000,0.375000,Agree,Split / disagreement,0.187500,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-19-Finance-Trends-in-Banking.csv,mixed,,Banking; Financial regulation,source,0.90,0.080000,0.600000,0.180000,0.140000,0.000000,0.680000,0.140000,0.540000,0.140000,Agree,0.312500,Weak consensus,Agree,0.500000,Moderate consensus,no,41.96,48.84,51.69,55.84
finance-cryptocurrency__question-a,finance__cryptocurrency,Cryptocurrency,https://kentclarkcenter.org/surveys/cryptocurrency/,Finance,2024-09-25,Investment Management; Investments,Question A,"A bitcoin's value derives from the belief that others will want to use it, which implies that its purchasing power is likely to fluctuate over time to a degree that will limit its usefulness.",,39,34,9,21,4,0,0,1,4,0.882353,0.000000,0.117647,0.882353,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-25-Finance-Cryptocurrency.csv,mixed,,Financial regulation,source,0.90,0.290000,0.590000,0.120000,0.000000,0.000000,0.880000,0.000000,0.880000,0.000000,Agree,0.764706,Strong consensus,Agree,0.760000,Strong consensus,no,79.54,82.53,72.82,77.41
finance-cryptocurrency__question-b,finance__cryptocurrency,Cryptocurrency,https://kentclarkcenter.org/surveys/cryptocurrency/,Finance,2024-09-25,Investment Management; Investments,Question B,"A substantial source of the value of unbacked decentralized private cryptocurrencies, such as Bitcoin, arises from their convenience for use in illegal activities.",,39,34,8,17,8,1,0,1,4,0.735294,0.029412,0.235294,0.705882,Agree,Moderate consensus agree,0.029412,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-25-Finance-Cryptocurrency.csv,mixed,,Financial regulation,source,0.90,0.260000,0.480000,0.220000,0.040000,0.000000,0.740000,0.040000,0.700000,0.040000,Agree,0.500000,Moderate consensus,Agree,0.520000,Moderate consensus,no,58.40,65.73,53.25,61.94
finance-cryptocurrency__question-c,finance__cryptocurrency,Cryptocurrency,https://kentclarkcenter.org/surveys/cryptocurrency/,Finance,2024-09-25,Investment Management; Investments,Question C,A properly diversified portfolio should include crypto assets.,,39,35,0,6,6,17,6,0,4,0.171429,0.657143,0.171429,-0.485714,Disagree,Moderate consensus disagree,0.171429,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-25-Finance-Cryptocurrency.csv,mixed,,Financial regulation,source,0.90,0.000000,0.190000,0.150000,0.460000,0.210000,0.190000,0.670000,-0.480000,0.190000,Disagree,0.485714,Moderate consensus,Disagree,0.480000,Moderate consensus,no,57.51,14.61,50.13,15.82
europe-constraints-on-innovation-in-europe__question-a,europe__constraints-on-innovation-in-europe,Constraints on Innovation in Europe,https://kentclarkcenter.org/surveys/constraints-on-innovation-in-europe/,Europe,2024-10-03,"Business, Management, & Corporate Performance; Regulation, Competition, & Market Power; Science, Technology, & Innovation",Question A,Current enforcement of competition policy in Europe is not working to promote innovation and growth.,,46,37,1,16,13,6,1,2,7,0.459459,0.189189,0.351351,0.270270,No clear majority,Split / disagreement,0.189189,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-10-03-Euro-EEP-Constraints-on-Innovation-in-Europe.csv,mixed,,Antitrust/competition; Growth/productivity; Industrial policy,source,0.90,0.030000,0.450000,0.270000,0.210000,0.040000,0.480000,0.250000,0.230000,0.250000,Agree,0.108108,No clear consensus,Agree,0.210000,Weak consensus,no,16.67,38.11,26.92,36.72
europe-constraints-on-innovation-in-europe__question-b,europe__constraints-on-innovation-in-europe,Constraints on Innovation in Europe,https://kentclarkcenter.org/surveys/constraints-on-innovation-in-europe/,Europe,2024-10-03,"Business, Management, & Corporate Performance; Regulation, Competition, & Market Power; Science, Technology, & Innovation",Question B,European Union bureaucracy and regulations are a substantial constraint on innovation in Europe.,,46,37,8,16,10,3,0,2,7,0.648649,0.081081,0.270270,0.567568,Agree,Split / disagreement,0.081081,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-10-03-Euro-EEP-Constraints-on-Innovation-in-Europe.csv,mixed,,Antitrust/competition; Growth/productivity; Industrial policy,source,0.90,0.270000,0.460000,0.180000,0.090000,0.000000,0.730000,0.090000,0.640000,0.090000,Agree,0.378379,Moderate consensus,Agree,0.550000,Moderate consensus,no,47.68,57.10,56.15,60.38
europe-constraints-on-innovation-in-europe__question-c,europe__constraints-on-innovation-in-europe,Constraints on Innovation in Europe,https://kentclarkcenter.org/surveys/constraints-on-innovation-in-europe/,Europe,2024-10-03,"Business, Management, & Corporate Performance; Regulation, Competition, & Market Power; Science, Technology, & Innovation",Question C,The conduct of the dominant US tech companies in European markets (including lobbying and acquisition of start-ups and competitors) is a substantial constraint on innovation in Europe.,,46,38,1,14,19,4,0,1,7,0.394737,0.105263,0.500000,0.289474,Uncertain,Split / disagreement,0.105263,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-10-03-Euro-EEP-Constraints-on-Innovation-in-Europe.csv,mixed,,Antitrust/competition; Growth/productivity; Industrial policy,source,0.90,0.060000,0.420000,0.370000,0.150000,0.000000,0.480000,0.150000,0.330000,0.150000,Uncertain,0.105263,No clear consensus,Agree,0.110000,No clear consensus,yes,16.04,32.44,15.37,36.72
us-election-economic-policy-ideas__question-a,us__election-economic-policy-ideas,Election Economic Policy Ideas,https://kentclarkcenter.org/surveys/election-economic-policy-ideas/,US,2024-09-10,"International Trade & Exchange Rates; Monetary Policy, Interest Rates, & Inflation; Regulation, Competition, & Market Power",Question A,Giving the President more direct influence over monetary policy would lead to substantially worse monetary policy decisions.,,44,44,35,6,1,0,2,0,0,0.931818,0.045455,0.022727,0.886364,Agree,Strong consensus agree,0.045455,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-10-US-EEP-Election-Economic-Policy-Ideas.csv,mixed,,Trade; International economics; Monetary policy; Antitrust/competition; Political economy,mixed,0.80,0.820000,0.110000,0.020000,0.000000,0.050000,0.930000,0.050000,0.880000,0.050000,Agree,0.886363,Strong consensus,Agree,0.880000,Strong consensus,no,88.56,89.10,84.71,85.38
us-election-economic-policy-ideas__question-b,us__election-economic-policy-ideas,Election Economic Policy Ideas,https://kentclarkcenter.org/surveys/election-economic-policy-ideas/,US,2024-09-10,"International Trade & Exchange Rates; Monetary Policy, Interest Rates, & Inflation; Regulation, Competition, & Market Power",Question B,"Imposing tariffs results in a substantial portion of the tariffs being borne by consumers of the country that enacts the tariffs, through price increases.",,44,44,19,23,1,1,0,0,0,0.954545,0.022727,0.022727,0.931818,Agree,Strong consensus agree,0.022727,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-10-US-EEP-Election-Economic-Policy-Ideas.csv,mixed,,Trade; International economics; Monetary policy; Antitrust/competition; Political economy,mixed,0.80,0.520000,0.440000,0.010000,0.030000,0.000000,0.960000,0.030000,0.930000,0.030000,Agree,0.931818,Strong consensus,Agree,0.930000,Strong consensus,no,92.00,92.67,90.24,90.46
us-election-economic-policy-ideas__question-c,us__election-economic-policy-ideas,Election Economic Policy Ideas,https://kentclarkcenter.org/surveys/election-economic-policy-ideas/,US,2024-09-10,"International Trade & Exchange Rates; Monetary Policy, Interest Rates, & Inflation; Regulation, Competition, & Market Power",Question C,There is little empirical evidence that price gouging is causing high grocery prices.,,44,38,15,19,4,0,0,3,3,0.894737,0.000000,0.105263,0.894737,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-10-US-EEP-Election-Economic-Policy-Ideas.csv,mixed,,Trade; International economics; Monetary policy; Antitrust/competition; Political economy,mixed,0.80,0.470000,0.430000,0.100000,0.000000,0.000000,0.900000,0.000000,0.900000,0.000000,Agree,0.789474,Strong consensus,Agree,0.800000,Strong consensus,no,81.14,84.14,77.14,80.84
us-election-economic-policy-ideas__question-d,us__election-economic-policy-ideas,Election Economic Policy Ideas,https://kentclarkcenter.org/surveys/election-economic-policy-ideas/,US,2024-09-10,"International Trade & Exchange Rates; Monetary Policy, Interest Rates, & Inflation; Regulation, Competition, & Market Power",Question D,Widespread use of price controls creates substantial economic distortions.,,44,40,30,9,1,0,0,1,3,0.975000,0.000000,0.025000,0.975000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/09/2024-09-10-US-EEP-Election-Economic-Policy-Ideas.csv,mixed,,Trade; International economics; Monetary policy; Antitrust/competition; Political economy,mixed,0.80,0.790000,0.200000,0.010000,0.000000,0.000000,0.990000,0.000000,0.990000,0.000000,Agree,0.950000,Strong consensus,Agree,0.980000,Strong consensus,no,94.82,95.44,95.19,95.72
us-sovereign-wealth-funds__question-a,us__sovereign-wealth-funds,Sovereign Wealth Funds,https://kentclarkcenter.org/surveys/sovereign-wealth-funds/,US,2024-10-15,"Economic Growth, Development, & Productivity; Investment, Infrastructure, & Cities; Science, Technology, & Innovation",Question A,"The Democrats and Republicans have floated the idea of a US sovereign wealth fund. For background, see here and here . Establishing a domestic sovereign wealth fund to invest in infrastructure, emerging technologies, and/or strategic sectors would bring substantial benefits to the US economy over a ten-year horizon.",,45,36,0,1,14,16,5,4,5,0.027778,0.583333,0.388889,-0.555556,Disagree,Split / disagreement,0.027778,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-15-US-EEP-Sovereign-Wealth-Funds.csv,mixed,,Growth/productivity; Housing/urban policy; Industrial policy; Fiscal policy,mixed,0.80,0.000000,0.020000,0.290000,0.470000,0.210000,0.020000,0.680000,-0.660000,0.020000,Disagree,0.194444,Weak consensus,Disagree,0.390000,Moderate consensus,no,28.51,3.89,43.05,3.48
us-sovereign-wealth-funds__question-b,us__sovereign-wealth-funds,Sovereign Wealth Funds,https://kentclarkcenter.org/surveys/sovereign-wealth-funds/,US,2024-10-15,"Economic Growth, Development, & Productivity; Investment, Infrastructure, & Cities; Science, Technology, & Innovation",Question B,"The typical advanced economy could substantially boost growth by establishing a sovereign wealth fund to invest in infrastructure, emerging technologies, and/or strategic sectors.",,45,36,0,2,16,15,3,4,5,0.055556,0.500000,0.444444,-0.444444,Disagree,Split / disagreement,0.055556,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-15-US-EEP-Sovereign-Wealth-Funds.csv,mixed,,Growth/productivity; Housing/urban policy; Industrial policy; Fiscal policy,mixed,0.80,0.000000,0.060000,0.340000,0.450000,0.140000,0.060000,0.590000,-0.530000,0.060000,Disagree,0.055556,No clear consensus,Disagree,0.250000,Weak consensus,no,8.36,5.63,31.11,6.77
us-sovereign-wealth-funds__question-c,us__sovereign-wealth-funds,Sovereign Wealth Funds,https://kentclarkcenter.org/surveys/sovereign-wealth-funds/,US,2024-10-15,"Economic Growth, Development, & Productivity; Investment, Infrastructure, & Cities; Science, Technology, & Innovation",Question C,"For a typical advanced economy, establishing a sovereign wealth fund would be substantially better for citizens relative to paying down the debt as a use for excess revenue.",,45,36,0,2,15,13,6,4,5,0.055556,0.527778,0.416667,-0.472222,Disagree,Split / disagreement,0.055556,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-15-US-EEP-Sovereign-Wealth-Funds.csv,mixed,,Growth/productivity; Housing/urban policy; Industrial policy; Fiscal policy,mixed,0.80,0.000000,0.040000,0.330000,0.390000,0.240000,0.040000,0.630000,-0.590000,0.040000,Disagree,0.111111,No clear consensus,Disagree,0.300000,Weak consensus,no,17.29,5.63,35.34,5.12
us-institutions-and-prosperity__question-a,us__institutions-and-prosperity,Institutions and Prosperity,https://kentclarkcenter.org/surveys/institutions-and-prosperity/,US,2024-10-22,"Democracy, Government, & Public Policy; Economic Growth, Development, & Productivity; Economists, Economic Theory, & Economic Organizations",Question A,"The institutions of society - such as constitutions, laws, judiciaries, and property rights - substantially shape economic decisions, policies, and outcomes.",,45,43,31,12,0,0,0,0,2,1.000000,0.000000,0.000000,1.000000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-22-US-EEP-Institutions-and-Prosperity.csv,mixed,,Political economy; Public finance; Growth/productivity,source,0.90,0.760000,0.240000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,Agree,1.000000,Strong consensus,Agree,1.000000,Strong consensus,no,98.17,98.48,98.04,98.31
us-institutions-and-prosperity__question-b,us__institutions-and-prosperity,Institutions and Prosperity,https://kentclarkcenter.org/surveys/institutions-and-prosperity/,US,2024-10-22,"Democracy, Government, & Public Policy; Economic Growth, Development, & Productivity; Economists, Economic Theory, & Economic Organizations",Question B,"On average and over the long term, democracies deliver substantially better economic growth than other forms of government.",,45,42,6,30,6,0,0,1,2,0.857143,0.000000,0.142857,0.857143,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-22-US-EEP-Institutions-and-Prosperity.csv,mixed,,Political economy; Public finance; Growth/productivity,source,0.90,0.190000,0.660000,0.140000,0.000000,0.000000,0.850000,0.000000,0.850000,0.000000,Agree,0.714286,Strong consensus,Agree,0.710000,Strong consensus,no,75.20,79.67,68.27,72.86
us-institutions-and-prosperity__question-c,us__institutions-and-prosperity,Institutions and Prosperity,https://kentclarkcenter.org/surveys/institutions-and-prosperity/,US,2024-10-22,"Democracy, Government, & Public Policy; Economic Growth, Development, & Productivity; Economists, Economic Theory, & Economic Organizations",Question C,Countries where democracy and the rule of law are weakened are likely to experience measurable damage to their economic performance.,,45,42,11,27,4,0,0,1,2,0.904762,0.000000,0.095238,0.904762,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-22-US-EEP-Institutions-and-Prosperity.csv,mixed,,Political economy; Public finance; Growth/productivity,source,0.90,0.300000,0.640000,0.060000,0.000000,0.000000,0.940000,0.000000,0.940000,0.000000,Agree,0.809524,Strong consensus,Agree,0.880000,Strong consensus,no,82.93,86.33,84.71,86.99
